,LatitudeDegrees,LongitudeDegrees
0,37.5387994,-121.9266516
1,37.5403731,-121.9246741
2,37.540738,-121.9242639
3,37.542961,-121.9217456
4,37.5444957,-121.9204223
5,37.545635,-121.9199353
6,37.5389466,-121.9268211
7,37.5409118,-121.92492
8,37.5405431,-121.9248262
9,37.5397655,-121.9250686
10,37.5396441,-121.9250401
11,37.5395883,-121.9250207
12,37.5394985,-121.9249513
13,37.5394249,-121.9248268
14,37.5393949,-121.9247288
15,37.5393893,-121.9245768
16,37.5394063,-121.9244482
17,37.539437,-121.924337
18,37.5395381,-121.924237
19,37.5397064,-121.9241574
20,37.5399845,-121.924195
21,37.5400747,-121.924193
22,37.53958,-121.9238085
23,37.5393521,-121.9242652
24,37.5382664,-121.9243351
25,37.5385182,-121.9260774
26,37.5432017,-121.9218084
27,37.5394652,-121.9260772
28,37.5437097,-121.9212881
29,37.5452481,-121.9200627
30,37.5435745,-121.9211056
31,37.5383141,-121.9239917
32,37.5383999,-121.9236167
33,37.5384856,-121.9236568
34,37.5385642,-121.9236992
35,37.5388517,-121.9239402
36,37.5389198,-121.9241119
37,37.5389266,-121.9243093
38,37.5388245,-121.9253822
39,37.5387428,-121.925674
40,37.5386612,-121.9258629
41,37.5360129,-121.9315099
42,37.5381887,-121.926883
43,37.538982,-121.9240721
44,37.5388565,-121.923313
45,37.5385248,-121.9230609
46,37.5395438,-121.9207502
47,37.5388973,-121.9199948
48,37.5392512,-121.9192224
49,37.5379717,-121.9175487
50,37.5379036,-121.9160724
51,37.5371395,-121.915831
52,37.5362782,-121.914076
53,37.5354943,-121.912725
54,37.534133,-121.9115663
55,37.5332958,-121.91536
56,37.5321388,-121.9149652
57,37.5317508,-121.9152227
58,37.5311789,-121.9196508
59,37.5284561,-121.9188028
60,37.5255018,-121.9180011
61,37.5240165,-121.9180058
62,37.5245198,-121.916406
63,37.5241342,-121.9158098
64,37.5234586,-121.9176094
65,37.5229018,-121.9175401
66,37.5233102,-121.9162269
67,37.5241884,-121.9142099
68,37.5239569,-121.9117637
69,37.5209072,-121.9106651
70,37.5206339,-121.910722
71,37.5191268,-121.9125436
72,37.5189536,-121.9095376
73,37.5178861,-121.9085153
74,37.5175034,-121.9078756
75,37.5153044,-121.9070172
76,37.5140654,-121.9076181
77,37.5131599,-121.908648
78,37.5129556,-121.9072318
79,37.5138952,-121.9062619
80,37.5128263,-121.9053006
81,37.5135752,-121.9038673
82,37.5129216,-121.9040389
83,37.5126016,-121.9028974
84,37.5121114,-121.9027944
85,37.5115804,-121.9037214
86,37.5113761,-121.9052148
87,37.5108451,-121.9060559
88,37.5098238,-121.9066396
89,37.5229833,-121.9175423
90,37.5089046,-121.9062276
91,37.5087412,-121.9063993
92,37.5082442,-121.9079271
93,37.5082102,-121.9083562
94,37.5073591,-121.9083305
95,37.5059292,-121.9080987
96,37.5052007,-121.9079271
97,37.5046491,-121.9084163
98,37.5040444,-121.9080079
99,37.5042755,-121.9061404
100,37.5033289,-121.9059815
101,37.5033831,-121.9054815
102,37.5005159,-121.9041685
103,37.4991529,-121.9040389
104,37.4990656,-121.9050431
105,37.4977145,-121.9059787
106,37.4967388,-121.9066523
107,37.4967655,-121.9074284
108,37.496383,-121.907753
109,37.4954692,-121.9078958
110,37.4939168,-121.9073503
111,37.4934205,-121.9068126
112,37.4917617,-121.9056807
113,37.4905757,-121.9055808
114,37.489468,-121.9049252
115,37.4898227,-121.903901
116,37.4885082,-121.9034533
117,37.488156,-121.902597
118,37.4882105,-121.9013095
119,37.4874749,-121.9000907
120,37.4866577,-121.8997216
121,37.4861809,-121.8994813
122,37.4860651,-121.8982969
123,37.4844782,-121.8981509
124,37.4833544,-121.8974214
125,37.4822306,-121.8960481
126,37.4811953,-121.8954044
127,37.4802554,-121.895576
128,37.4797105,-121.8959451
129,37.4798025,-121.8964961
130,37.4827288,-121.8997321
131,37.4857263,-121.9011014
132,37.4855832,-121.9043601
133,37.4859832,-121.9064618
134,37.4858917,-121.9078723
135,37.4853424,-121.9094733
136,37.4866516,-121.9097349
137,37.4880029,-121.9092042
138,37.4887538,-121.9052344
139,37.4890821,-121.9060083
140,37.4894242,-121.9092564
141,37.489988,-121.9113194
142,37.4901182,-121.9107058
143,37.491558,-121.9115756
144,37.4934431,-121.9112164
145,37.4935575,-121.9118234
146,37.4898257,-121.9131546
147,37.4893172,-121.9142409
148,37.4889611,-121.9162966
149,37.4910135,-121.9175532
150,37.4931855,-121.9184546
151,37.4943533,-121.9191194
152,37.4945943,-121.9210717
153,37.4963281,-121.9214887
154,37.4987343,-121.9236459
155,37.499761,-121.92512
156,37.500224,-121.9253862
157,37.500578,-121.9252576
158,37.5010419,-121.9257834
159,37.500778,-121.9268348
160,37.4992562,-121.9263292
161,37.504368,-121.9326592
162,37.507376,-121.9352602
163,37.5111707,-121.9374151
164,37.5133622,-121.9381658
165,37.5148646,-121.937698
166,37.514474,-121.936259
167,37.5159595,-121.9275853
168,37.5182814,-121.9226987
169,37.5190026,-121.924684
170,37.5202946,-121.9246555
171,37.5212476,-121.9224239
172,37.522575,-121.921823
173,37.5229494,-121.9204068
174,37.5236642,-121.9181924
175,37.5237781,-121.9214843
176,37.5242575,-121.9270371
177,37.5233016,-121.9227717
178,37.5230429,-121.9247458
179,37.5236045,-121.9262736
180,37.5239704,-121.9284114
181,37.5254254,-121.9287541
182,37.5274812,-121.930239
183,37.5284681,-121.9313634
184,37.5277194,-121.9323419
185,37.5272633,-121.9324964
186,37.5272293,-121.9337581
187,37.5272633,-121.9350198
188,37.5281755,-121.9371484
189,37.5283653,-121.937518
190,37.528286,-121.9377178
191,37.5281034,-121.9377973
192,37.5286126,-121.9403551
193,37.5285925,-121.9433906
194,37.5308028,-121.9410623
